driver,driver_number,team,lap,position,lap_time,lap_time_sec,race_time_sec,gap_to_leader_sec,interval_sec,compound,tyre_life,stint,fresh_tyre,pit_in_time,pit_out_time,is_pit_lap,track_status,deleted
PER,11,Red Bull Racing,41,16.0,0 days 00:01:30.689000,90.689,7605.449,149.1869999999999,25.23199999999997,MEDIUM,4.0,4.0,True,,,False,1,False
OCO,31,Alpine,41,17.0,0 days 00:01:31.114000,91.114,7626.261,169.9990000000007,20.812000000000808,MEDIUM,3.0,5.0,True,,,False,1,False
ZHO,24,Kick Sauber,41,18.0,0 days 00:01:31.151000,91.151,7673.884,217.6220000000003,47.62299999999959,SOFT,5.0,5.0,False,,,False,1,False
HAM,44,Mercedes,42,1.0,0 days 00:01:29.617000,89.617,7545.879,0.0,0.0,SOFT,5.0,3.0,False,,,False,1,False
NOR,4,McLaren,42,2.0,0 days 00:01:30.006000,90.006,7548.606,2.7269999999998618,2.7269999999998618,SOFT,5.0,3.0,False,,,False,1,False
VER,1,Red Bull Racing,42,3.0,0 days 00:01:29.472000,89.472,7551.37,5.4909999999999854,2.7640000000001237,HARD,4.0,3.0,True,,,False,1,False
PIA,81,McLaren,42,4.0,0 days 00:01:29.581000,89.581,7562.18,16.301000000000386,10.8100000000004,MEDIUM,4.0,3.0,True,,,False,1,False
SAI,55,Ferrari,42,5.0,0 days 00:01:29.872000,89.872,7572.653,26.774000000000342,10.472999999999956,HARD,3.0,3.0,True,,,False,1,False
HUL,27,Haas F1 Team,42,6.0,0 days 00:01:30.701000,90.701,7595.451,49.572000000000116,22.797999999999774,SOFT,6.0,3.0,False,,,False,1,False
STR,18,Aston Martin,42,7.0,0 days 00:01:30.161000,90.161,7598.984,53.10500000000047,3.5330000000003565,MEDIUM,3.0,3.0,True,,,False,1,False
ALO,14,Aston Martin,42,8.0,0 days 00:01:30.167000,90.167,7603.455,57.57600000000002,4.470999999999549,MEDIUM,4.0,3.0,True,,,False,1,False
TSU,22,RB,42,9.0,0 days 00:01:30.319000,90.319,7609.414,63.534999999999854,5.958999999999833,SOFT,4.0,3.0,True,,,False,1,False
ALB,23,Williams,42,10.0,0 days 00:01:30.458000,90.458,7610.046,64.16700000000037,0.6320000000005166,MEDIUM,4.0,3.0,True,,,False,1,False
MAG,20,Haas F1 Team,42,11.0,0 days 00:01:30.093000,90.093,7620.921,75.04200000000037,10.875,SOFT,5.0,3.0,True,,,False,1,False
SAR,2,Williams,42,12.0,0 days 00:01:29.972000,89.972,7621.534,75.65499999999975,0.6129999999993743,SOFT,4.0,3.0,True,,,False,1,False
RIC,3,RB,42,13.0,0 days 00:01:30.765000,90.765,7624.924,79.04500000000007,3.3900000000003274,SOFT,5.0,3.0,True,,,False,1,False
BOT,77,Kick Sauber,42,14.0,0 days 00:01:32.348000,92.348,7657.398,111.51900000000023,32.47400000000016,SOFT,5.0,3.0,True,,,False,1,False
LEC,16,Ferrari,42,15.0,0 days 00:01:29.832000,89.832,7670.049,124.17000000000007,12.65099999999984,SOFT,5.0,4.0,True,,,False,1,False
PER,11,Red Bull Racing,42,16.0,0 days 00:01:30.542000,90.542,7695.991,150.11200000000008,25.942000000000007,MEDIUM,5.0,4.0,True,,,False,1,False
OCO,31,Alpine,42,17.0,0 days 00:01:31.187000,91.187,7717.448,171.56900000000041,21.457000000000335,MEDIUM,4.0,5.0,True,,,False,1,False
ZHO,24,Kick Sauber,42,18.0,0 days 00:01:31.121000,91.121,7765.005,219.1260000000002,47.55699999999979,SOFT,6.0,5.0,False,,,False,1,False
HAM,44,Mercedes,43,1.0,0 days 00:01:29.793000,89.793,7635.672,0.0,0.0,SOFT,6.0,3.0,False,,,False,1,False
NOR,4,McLaren,43,2.0,0 days 00:01:29.262000,89.262,7637.868,2.196000000000822,2.196000000000822,SOFT,6.0,3.0,False,,,False,1,False
VER,1,Red Bull Racing,43,3.0,0 days 00:01:29.105000,89.105,7640.475,4.803000000000793,2.606999999999971,HARD,5.0,3.0,True,,,False,1,False
PIA,81,McLaren,43,4.0,0 days 00:01:29.286000,89.286,7651.466,15.794000000000779,10.990999999999985,MEDIUM,5.0,3.0,True,,,False,1,False
SAI,55,Ferrari,43,5.0,0 days 00:01:29.872000,89.872,7662.525,26.853000000000065,11.058999999999287,HARD,4.0,3.0,True,,,False,1,False
HUL,27,Haas F1 Team,43,6.0,0 days 00:01:29.836000,89.836,7685.287,49.61500000000069,22.762000000000626,SOFT,7.0,3.0,False,,,False,1,False
STR,18,Aston Martin,43,7.0,0 days 00:01:30.196000,90.196,7689.18,53.50800000000072,3.893000000000029,MEDIUM,4.0,3.0,True,,,False,1,False
ALO,14,Aston Martin,43,8.0,0 days 00:01:30.098000,90.098,7693.553,57.88100000000031,4.3729999999995925,MEDIUM,5.0,3.0,True,,,False,1,False
TSU,22,RB,43,9.0,0 days 00:01:30.229000,90.229,7699.643,63.97100000000046,6.0900000000001455,SOFT,5.0,3.0,True,,,False,1,False
ALB,23,Williams,43,10.0,0 days 00:01:30.126000,90.126,7700.172,64.5,0.5289999999995416,MEDIUM,5.0,3.0,True,,,False,1,False
MAG,20,Haas F1 Team,43,11.0,0 days 00:01:30.454000,90.454,7711.375,75.70300000000043,11.20300000000043,SOFT,6.0,3.0,True,,,False,1,False
SAR,2,Williams,43,12.0,0 days 00:01:30.162000,90.162,7711.696,76.02400000000034,0.3209999999999127,SOFT,5.0,3.0,True,,,False,1,False
RIC,3,RB,43,13.0,0 days 00:01:31.198000,91.198,7716.122,80.45000000000073,4.426000000000386,SOFT,6.0,3.0,True,,,False,1,False
BOT,77,Kick Sauber,43,14.0,0 days 00:01:31.732000,91.732,7749.13,113.45800000000054,33.00799999999981,SOFT,6.0,3.0,True,,,False,1,False
LEC,16,Ferrari,43,15.0,0 days 00:01:29.748000,89.748,7759.797,124.125,10.666999999999462,SOFT,6.0,4.0,True,,,False,1,False
PER,11,Red Bull Racing,43,16.0,0 days 00:01:30.229000,90.229,7786.22,150.54800000000068,26.423000000000684,MEDIUM,6.0,4.0,True,,,False,1,False
OCO,31,Alpine,43,17.0,0 days 00:01:31.084000,91.084,7808.532,172.86000000000058,22.311999999999898,MEDIUM,5.0,5.0,True,,,False,1,False
ZHO,24,Kick Sauber,43,18.0,0 days 00:01:31.014000,91.014,7856.019,220.34700000000066,47.48700000000008,SOFT,7.0,5.0,False,,,False,1,False
HAM,44,Mercedes,44,1.0,0 days 00:01:29.697000,89.697,7725.369,0.0,0.0,SOFT,7.0,3.0,False,,,False,1,False
NOR,4,McLaren,44,2.0,0 days 00:01:29.752000,89.752,7727.62,2.2510000000002037,2.2510000000002037,SOFT,7.0,3.0,False,,,False,1,False
VER,1,Red Bull Racing,44,3.0,0 days 00:01:29.372000,89.372,7729.847,4.4780000000000655,2.2269999999998618,HARD,6.0,3.0,True,,,False,1,False
PIA,81,McLaren,44,4.0,0 days 00:01:29.221000,89.221,7740.687,15.318000000000211,10.840000000000146,MEDIUM,6.0,3.0,True,,,False,1,False
SAI,55,Ferrari,44,5.0,0 days 00:01:29.739000,89.739,7752.264,26.895000000000437,11.577000000000226,HARD,5.0,3.0,True,,,False,1,False
HUL,27,Haas F1 Team,44,6.0,0 days 00:01:30.392000,90.392,7775.679,50.3100000000004,23.414999999999964,SOFT,8.0,3.0,False,,,False,1,False
STR,18,Aston Martin,44,7.0,0 days 00:01:30.030000,90.03,7779.21,53.84100000000035,3.530999999999949,MEDIUM,5.0,3.0,True,,,False,1,False
ALO,14,Aston Martin,44,8.0,0 days 00:01:29.930000,89.93,7783.483,58.11400000000049,4.273000000000138,MEDIUM,6.0,3.0,True,,,False,1,False
TSU,22,RB,44,9.0,0 days 00:01:30.882000,90.882,7790.525,65.15599999999995,7.041999999999462,SOFT,6.0,3.0,True,,,False,1,False
ALB,23,Williams,44,10.0,0 days 00:01:30.740000,90.74,7790.912,65.54300000000057,0.38700000000062573,MEDIUM,6.0,3.0,True,,,False,1,False
SAR,2,Williams,44,11.0,0 days 00:01:30.003000,90.003,7801.699,76.32999999999993,10.786999999999352,SOFT,6.0,3.0,True,,,False,1,False
MAG,20,Haas F1 Team,44,12.0,0 days 00:01:31.342000,91.342,7802.717,77.34799999999996,1.018000000000029,SOFT,7.0,3.0,True,,,False,1,False
RIC,3,RB,44,13.0,0 days 00:01:31.080000,91.08,7807.202,81.83300000000054,4.485000000000582,SOFT,7.0,3.0,True,,,False,1,False
BOT,77,Kick Sauber,44,14.0,0 days 00:01:31.277000,91.277,7840.407,115.03800000000047,33.20499999999993,SOFT,7.0,3.0,True,,,False,1,False
LEC,16,Ferrari,44,15.0,0 days 00:01:29.933000,89.933,7849.73,124.36099999999988,9.32299999999941,SOFT,7.0,4.0,True,,,False,1,False
PER,11,Red Bull Racing,44,16.0,0 days 00:01:30.518000,90.518,7876.738,151.3690000000006,27.00800000000072,MEDIUM,7.0,4.0,True,,,False,1,False
OCO,31,Alpine,44,17.0,0 days 00:01:30.928000,90.928,7899.46,174.09100000000035,22.721999999999753,MEDIUM,6.0,5.0,True,,,False,1,False
ZHO,24,Kick Sauber,44,18.0,0 days 00:01:31.378000,91.378,7947.397,222.02800000000025,47.9369999999999,SOFT,8.0,5.0,False,,,False,1,False
HAM,44,Mercedes,45,1.0,0 days 00:01:29.438000,89.438,7814.807,0.0,0.0,SOFT,8.0,3.0,False,,,False,1,False
NOR,4,McLaren,45,2.0,0 days 00:01:29.635000,89.635,7817.255,2.44800000000032,2.44800000000032,SOFT,8.0,3.0,False,,,False,1,False
VER,1,Red Bull Racing,45,3.0,0 days 00:01:29.137000,89.137,7818.984,4.177000000000589,1.7290000000002692,HARD,7.0,3.0,True,,,False,1,False
PIA,81,McLaren,45,4.0,0 days 00:01:29.222000,89.222,7829.909,15.101999999999862,10.924999999999272,MEDIUM,7.0,3.0,True,,,False,1,False
SAI,55,Ferrari,45,5.0,0 days 00:01:29.589000,89.589,7841.853,27.046000000000276,11.944000000000415,HARD,6.0,3.0,True,,,False,1,False
HUL,27,Haas F1 Team,45,6.0,0 days 00:01:30.048000,90.048,7865.727,50.92000000000007,23.873999999999796,SOFT,9.0,3.0,False,,,False,1,False
STR,18,Aston Martin,45,7.0,0 days 00:01:30.025000,90.025,7869.235,54.427999999999884,3.507999999999811,MEDIUM,6.0,3.0,True,,,False,1,False
ALO,14,Aston Martin,45,8.0,0 days 00:01:29.871000,89.871,7873.354,58.54700000000048,4.119000000000597,MEDIUM,7.0,3.0,True,,,False,1,False
ALB,23,Williams,45,9.0,0 days 00:01:30.406000,90.406,7881.318,66.51100000000042,7.963999999999942,MEDIUM,7.0,3.0,True,,,False,1,False
TSU,22,RB,45,10.0,0 days 00:01:31.438000,91.438,7881.963,67.15599999999995,0.6449999999995271,SOFT,7.0,3.0,True,,,False,1,False
SAR,2,Williams,45,11.0,0 days 00:01:30.613000,90.613,7892.312,77.50500000000011,10.34900000000016,SOFT,7.0,3.0,True,,,False,1,False
MAG,20,Haas F1 Team,45,12.0,0 days 00:01:31.722000,91.722,7894.439,79.63200000000052,2.1270000000004075,SOFT,8.0,3.0,True,,,False,1,False
RIC,3,RB,45,13.0,0 days 00:01:30.955000,90.955,7898.157,83.35000000000036,3.717999999999847,SOFT,8.0,3.0,True,,,False,1,False
BOT,77,Kick Sauber,45,14.0,0 days 00:01:33.159000,93.159,7933.566,118.75900000000001,35.40899999999965,SOFT,8.0,3.0,True,,,False,1,False
LEC,16,Ferrari,45,15.0,0 days 00:01:29.911000,89.911,7939.641,124.83399999999983,6.074999999999818,SOFT,8.0,4.0,True,,,False,1,False
PER,11,Red Bull Racing,45,16.0,0 days 00:01:30.565000,90.565,7967.303,152.4960000000001,27.662000000000262,MEDIUM,8.0,4.0,True,,,False,1,False
OCO,31,Alpine,45,17.0,0 days 00:01:30.952000,90.952,7990.412,175.60500000000047,23.10900000000038,MEDIUM,7.0,5.0,True,,,False,1,False
ZHO,24,Kick Sauber,45,18.0,0 days 00:01:31.360000,91.36,8038.757,223.94999999999982,48.344999999999345,SOFT,9.0,5.0,False,,,False,1,False
HAM,44,Mercedes,46,1.0,0 days 00:01:29.641000,89.641,7904.448,0.0,0.0,SOFT,9.0,3.0,False,,,False,1,False
NOR,4,McLaren,46,2.0,0 days 00:01:29.960000,89.96,7907.215,2.7669999999998254,2.7669999999998254,SOFT,9.0,3.0,False,,,False,1,False
VER,1,Red Bull Racing,46,3.0,0 days 00:01:29.543000,89.543,7908.527,4.0789999999997235,1.3119999999998981,HARD,8.0,3.0,True,,,False,1,False
PIA,81,McLaren,46,4.0,0 days 00:01:29.233000,89.233,7919.142,14.693999999999505,10.614999999999782,MEDIUM,8.0,3.0,True,,,False,1,False
SAI,55,Ferrari,46,5.0,0 days 00:01:29.588000,89.588,7931.441,26.992999999999483,12.298999999999978,HARD,7.0,3.0,True,,,False,1,False
HUL,27,Haas F1 Team,46,6.0,0 days 00:01:30.185000,90.185,7955.912,51.46399999999994,24.47100000000046,SOFT,10.0,3.0,False,,,False,1,False
STR,18,Aston Martin,46,7.0,0 days 00:01:29.897000,89.897,7959.132,54.68399999999929,3.219999999999345,MEDIUM,7.0,3.0,True,,,False,1,False
ALO,14,Aston Martin,46,8.0,0 days 00:01:29.753000,89.753,7963.107,58.65899999999965,3.975000000000364,MEDIUM,8.0,3.0,True,,,False,1,False
ALB,23,Williams,46,9.0,0 days 00:01:30.234000,90.234,7971.552,67.10399999999936,8.444999999999709,MEDIUM,8.0,3.0,True,,,False,1,False
TSU,22,RB,46,10.0,0 days 00:01:31.688000,91.688,7973.651,69.20299999999952,2.09900000000016,SOFT,8.0,3.0,True,,,False,1,False
SAR,2,Williams,46,11.0,0 days 00:01:30.826000,90.826,7983.138,78.6899999999996,9.48700000000008,SOFT,8.0,3.0,True,,,False,1,False
MAG,20,Haas F1 Team,46,12.0,0 days 00:01:31.131000,91.131,7985.57,81.12199999999939,2.431999999999789,SOFT,9.0,3.0,True,,,False,1,False
RIC,3,RB,46,13.0,0 days 00:01:30.849000,90.849,7989.006,84.55799999999999,3.436000000000604,SOFT,9.0,3.0,True,,,False,1,False
BOT,77,Kick Sauber,46,14.0,0 days 00:01:31.396000,91.396,8024.962,120.51400000000012,35.95600000000013,SOFT,9.0,3.0,True,,,False,1,False
LEC,16,Ferrari,46,15.0,0 days 00:01:30.051000,90.051,8029.692,125.24399999999969,4.729999999999563,SOFT,9.0,4.0,True,,,False,1,False
PER,11,Red Bull Racing,46,16.0,0 days 00:01:30.136000,90.136,8057.439,152.99099999999999,27.7470000000003,MEDIUM,9.0,4.0,True,,,False,1,False
OCO,31,Alpine,46,17.0,0 days 00:01:30.875000,90.875,8081.287,176.83899999999994,23.847999999999956,MEDIUM,8.0,5.0,True,,,False,1,False
ZHO,24,Kick Sauber,46,18.0,0 days 00:01:31.430000,91.43,8130.187,225.73899999999958,48.899999999999636,SOFT,10.0,5.0,False,,,False,1,False
HAM,44,Mercedes,47,1.0,0 days 00:01:29.538000,89.538,7993.986,0.0,0.0,SOFT,10.0,3.0,False,,,False,1,False
NOR,4,McLaren,47,2.0,0 days 00:01:29.838000,89.838,7997.053,3.0670000000000073,3.0670000000000073,SOFT,10.0,3.0,False,,,False,1,False
VER,1,Red Bull Racing,47,3.0,0 days 00:01:29.411000,89.411,7997.938,3.9520000000002256,0.8850000000002183,HARD,9.0,3.0,True,,,False,1,False
PIA,81,McLaren,47,4.0,0 days 00:01:29.049000,89.049,8008.191,14.204999999999927,10.252999999999702,MEDIUM,9.0,3.0,True,,,False,1,False
SAI,55,Ferrari,47,5.0,0 days 00:01:29.553000,89.553,8020.994,27.00799999999981,12.802999999999884,HARD,8.0,3.0,True,,,False,1,False
HUL,27,Haas F1 Team,47,6.0,0 days 00:01:29.864000,89.864,8045.776,51.789999999999964,24.782000000000153,SOFT,11.0,3.0,False,,,False,1,False
STR,18,Aston Martin,47,7.0,0 days 00:01:29.925000,89.925,8049.057,55.07099999999991,3.280999999999949,MEDIUM,8.0,3.0,True,,,False,1,False
ALO,14,Aston Martin,47,8.0,0 days 00:01:29.710000,89.71,8052.817,58.83100000000013,3.7600000000002183,MEDIUM,9.0,3.0,True,,,False,1,False
ALB,23,Williams,47,9.0,0 days 00:01:30.148000,90.148,8061.7,67.71399999999994,8.88299999999981,MEDIUM,9.0,3.0,True,,,False,1,False
TSU,22,RB,47,10.0,0 days 00:01:30.982000,90.982,8064.633,70.64699999999993,2.9329999999999927,SOFT,9.0,3.0,True,,,False,1,False
SAR,2,Williams,47,11.0,0 days 00:01:31.250000,91.25,8074.388,80.40200000000004,9.75500000000011,SOFT,9.0,3.0,True,,,False,1,False
MAG,20,Haas F1 Team,47,12.0,0 days 00:01:31.036000,91.036,8076.606,82.61999999999989,2.217999999999847,SOFT,10.0,3.0,True,,,False,1,False
RIC,3,RB,47,13.0,0 days 00:01:30.735000,90.735,8079.741,85.75500000000011,3.1350000000002183,SOFT,10.0,3.0,True,,,False,1,False
BOT,77,Kick Sauber,47,14.0,0 days 00:01:31.431000,91.431,8116.393,122.40700000000015,36.652000000000044,SOFT,10.0,3.0,True,,,False,1,False
LEC,16,Ferrari,47,15.0,0 days 00:01:30.289000,90.289,8119.981,125.99499999999989,3.587999999999738,SOFT,10.0,4.0,True,,,False,1,False
PER,11,Red Bull Racing,47,16.0,0 days 00:01:30.795000,90.795,8148.234,154.2480000000005,28.25300000000061,MEDIUM,10.0,4.0,True,0 days 02:15:42.430000,,True,1,False
OCO,31,Alpine,47,17.0,0 days 00:01:33.599000,93.599,8174.886,180.90000000000055,26.652000000000044,MEDIUM,9.0,5.0,True,,,False,1,False
ZHO,24,Kick Sauber,47,18.0,0 days 00:01:31.283000,91.283,8221.47,227.48399999999947,46.58399999999892,SOFT,11.0,5.0,False,,,False,1,False
HAM,44,Mercedes,48,1.0,0 days 00:01:29.579000,89.579,8083.565,0.0,0.0,SOFT,11.0,3.0,False,,,False,1,False
VER,1,Red Bull Racing,48,2.0,0 days 00:01:28.952000,88.952,8086.89,3.3250000000007276,3.3250000000007276,HARD,10.0,3.0,True,,,False,1,False
NOR,4,McLaren,48,3.0,0 days 00:01:30.556000,90.556,8087.609,4.0440000000007785,0.7190000000000509,SOFT,11.0,3.0,False,,,False,1,False
PIA,81,McLaren,48,4.0,0 days 00:01:29.124000,89.124,8097.315,13.75,9.705999999999221,MEDIUM,10.0,3.0,True,,,False,1,False
SAI,55,Ferrari,48,5.0,0 days 00:01:29.415000,89.415,8110.409,26.84400000000005,13.094000000000051,HARD,9.0,3.0,True,,,False,1,False
HUL,27,Haas F1 Team,48,6.0,0 days 00:01:30.365000,90.365,8136.141,52.57600000000002,25.73199999999997,SOFT,12.0,3.0,False,,,False,1,False
STR,18,Aston Martin,48,7.0,0 days 00:01:30.237000,90.237,8139.294,55.72900000000027,3.1530000000002474,MEDIUM,9.0,3.0,True,,,False,1,False
ALO,14,Aston Martin,48,8.0,0 days 00:01:30.114000,90.114,8142.931,59.365999999999985,3.6369999999997162,MEDIUM,10.0,3.0,True,,,False,1,False
ALB,23,Williams,48,9.0,0 days 00:01:30.068000,90.068,8151.768,68.20300000000043,8.837000000000444,MEDIUM,10.0,3.0,True,,,False,1,False
TSU,22,RB,48,10.0,0 days 00:01:31.367000,91.367,8156.0,72.4350000000004,4.231999999999971,SOFT,10.0,3.0,True,,,False,1,False
SAR,2,Williams,48,11.0,0 days 00:01:31.201000,91.201,8165.589,82.02400000000034,9.588999999999942,SOFT,10.0,3.0,True,,,False,1,False
MAG,20,Haas F1 Team,48,12.0,0 days 00:01:30.953000,90.953,8167.559,83.9940000000006,1.9700000000002547,SOFT,11.0,3.0,True,,,False,1,False
RIC,3,RB,48,13.0,0 days 00:01:31.109000,91.109,8170.85,87.28500000000076,3.2910000000001673,SOFT,11.0,3.0,True,,,False,1,False
BOT,77,Kick Sauber,48,14.0,0 days 00:01:32.006000,92.006,8208.399,124.83399999999983,37.54899999999907,SOFT,11.0,3.0,True,,,False,1,False
LEC,16,Ferrari,48,15.0,0 days 00:01:30.204000,90.204,8210.185,126.61999999999989,1.7860000000000582,SOFT,11.0,4.0,True,,,False,1,False
OCO,31,Alpine,48,16.0,0 days 00:01:35.931000,95.931,8270.817,187.2519999999995,60.63199999999961,MEDIUM,10.0,5.0,True,,,False,1,False
PER,11,Red Bull Racing,48,17.0,0 days 00:02:05.507000,125.507,8273.741,190.17600000000039,2.9240000000008877,SOFT,1.0,5.0,True,,0 days 02:16:11.325000,True,1,False
ZHO,24,Kick Sauber,48,18.0,0 days 00:01:31.556000,91.556,8313.026,229.46100000000024,39.284999999999854,SOFT,12.0,5.0,False,,,False,1,False
HAM,44,Mercedes,49,1.0,0 days 00:01:29.667000,89.667,8173.232,0.0,0.0,SOFT,12.0,3.0,False,,,False,1,False
VER,1,Red Bull Racing,49,2.0,0 days 00:01:29.560000,89.56,8176.45,3.217999999999847,3.217999999999847,HARD,11.0,3.0,True,,,False,1,False
NOR,4,McLaren,49,3.0,0 days 00:01:30.515000,90.515,8178.124,4.891999999999825,1.6739999999999782,SOFT,12.0,3.0,False,,,False,1,False
PIA,81,McLaren,49,4.0,0 days 00:01:29.283000,89.283,8186.598,13.365999999999985,8.47400000000016,MEDIUM,11.0,3.0,True,,,False,1,False
SAI,55,Ferrari,49,5.0,0 days 00:01:29.439000,89.439,8199.848,26.615999999999985,13.25,HARD,10.0,3.0,True,,,False,1,False
HUL,27,Haas F1 Team,49,6.0,0 days 00:01:30.371000,90.371,8226.512,53.280000000000655,26.66400000000067,SOFT,13.0,3.0,False,,,False,1,False
STR,18,Aston Martin,49,7.0,0 days 00:01:29.969000,89.969,8229.263,56.03100000000086,2.7510000000002037,MEDIUM,10.0,3.0,True,,,False,1,False
ALO,14,Aston Martin,49,8.0,0 days 00:01:30.700000,90.7,8233.631,60.39899999999943,4.367999999998574,MEDIUM,11.0,3.0,True,,,False,1,False
ALB,23,Williams,49,9.0,0 days 00:01:29.960000,89.96,8241.728,68.49599999999919,8.096999999999753,MEDIUM,11.0,3.0,True,,,False,1,False
TSU,22,RB,49,10.0,0 days 00:01:31.080000,91.08,8247.08,73.84799999999996,5.352000000000771,SOFT,11.0,3.0,True,,,False,1,False
SAR,2,Williams,49,11.0,0 days 00:01:31.175000,91.175,8256.764,83.53199999999924,9.683999999999287,SOFT,11.0,3.0,True,,,False,1,False
MAG,20,Haas F1 Team,49,12.0,0 days 00:01:30.803000,90.803,8258.362,85.1299999999992,1.5979999999999563,SOFT,12.0,3.0,True,,,False,1,False
RIC,3,RB,49,13.0,0 days 00:01:32.926000,92.926,8263.776,90.54399999999987,5.414000000000669,SOFT,12.0,3.0,True,,,False,1,False
BOT,77,Kick Sauber,49,14.0,0 days 00:01:31.688000,91.688,8300.087,126.85499999999956,36.310999999999694,SOFT,12.0,3.0,True,,,False,1,False
LEC,16,Ferrari,49,15.0,0 days 00:01:30.929000,90.929,8301.114,127.8819999999996,1.0270000000000437,SOFT,12.0,4.0,True,,,False,1,False
OCO,31,Alpine,49,16.0,0 days 00:01:31.060000,91.06,8361.877,188.64500000000044,60.76300000000083,MEDIUM,11.0,5.0,True,,,False,1,False
PER,11,Red Bull Racing,49,17.0,0 days 00:01:37.360000,97.36,8371.101,197.8690000000006,9.22400000000016,SOFT,2.0,5.0,True,,,False,1,False
ZHO,24,Kick Sauber,49,18.0,0 days 00:01:32.504000,92.504,8405.53,232.29800000000068,34.42900000000009,SOFT,13.0,5.0,False,,,False,1,False
HAM,44,Mercedes,50,1.0,0 days 00:01:29.682000,89.682,8262.914,0.0,0.0,SOFT,13.0,3.0,False,,,False,1,False
VER,1,Red Bull Racing,50,2.0,0 days 00:01:29.286000,89.286,8265.736,2.8220000000001164,2.8220000000001164,HARD,12.0,3.0,True,,,False,1,False
NOR,4,McLaren,50,3.0,0 days 00:01:30.544000,90.544,8268.668,5.753999999998996,2.9319999999988795,SOFT,13.0,3.0,False,,,False,1,False
PIA,81,McLaren,50,4.0,0 days 00:01:29.958000,89.958,8276.556,13.641999999999825,7.8880000000008295,MEDIUM,12.0,3.0,True,,,False,1,False
SAI,55,Ferrari,50,5.0,0 days 00:01:29.434000,89.434,8289.282,26.367999999998574,12.725999999998749,HARD,11.0,3.0,True,0 days 02:18:03.383000,,True,1,False
HUL,27,Haas F1 Team,50,6.0,0 days 00:01:30.470000,90.47,8316.982,54.0679999999993,27.700000000000728,SOFT,14.0,3.0,False,,,False,1,False
STR,18,Aston Martin,50,7.0,0 days 00:01:30.030000,90.03,8319.293,56.378999999998996,2.3109999999996944,MEDIUM,11.0,3.0,True,,,False,1,False
ALO,14,Aston Martin,50,8.0,0 days 00:01:30.727000,90.727,8324.358,61.443999999999505,5.065000000000509,MEDIUM,12.0,3.0,True,,,False,1,False
ALB,23,Williams,50,9.0,0 days 00:01:29.828000,89.828,8331.556,68.64199999999983,7.19800000000032,MEDIUM,12.0,3.0,True,,,False,1,False
TSU,22,RB,50,10.0,0 days 00:01:31.407000,91.407,8338.487,75.5729999999985,6.930999999998676,SOFT,12.0,3.0,True,,,False,1,False
SAR,2,Williams,50,11.0,0 days 00:01:31.249000,91.249,8348.013,85.09900000000016,9.526000000001659,SOFT,12.0,3.0,True,,,False,1,False
MAG,20,Haas F1 Team,50,12.0,0 days 00:01:31.143000,91.143,8349.505,86.59099999999853,1.4919999999983702,SOFT,13.0,3.0,True,,,False,1,False
RIC,3,RB,50,13.0,0 days 00:01:34.150000,94.15,8357.926,95.0119999999988,8.421000000000276,SOFT,13.0,3.0,True,,,False,1,False
LEC,16,Ferrari,50,14.0,0 days 00:01:30.488000,90.488,8391.602,128.6880000000001,33.676000000001295,SOFT,13.0,4.0,True,,,False,1,False
BOT,77,Kick Sauber,50,15.0,0 days 00:01:32.320000,92.32,8392.407,129.49299999999857,0.804999999998472,SOFT,13.0,3.0,True,,,False,1,False
OCO,31,Alpine,50,16.0,0 days 00:01:31.608000,91.608,8453.485,190.5709999999999,61.07800000000134,MEDIUM,12.0,5.0,True,,,False,1,False
PER,11,Red Bull Racing,50,17.0,0 days 00:01:29.707000,89.707,8460.808,197.89400000000023,7.32300000000032,SOFT,3.0,5.0,True,,,False,1,False
ZHO,24,Kick Sauber,50,18.0,0 days 00:01:31.749000,91.749,8497.279,234.36499999999978,36.47099999999955,SOFT,14.0,5.0,False,,,False,1,False
HAM,44,Mercedes,51,1.0,0 days 00:01:29.743000,89.743,8352.657,0.0,0.0,SOFT,14.0,3.0,False,,,False,1,False
VER,1,Red Bull Racing,51,2.0,0 days 00:01:29.443000,89.443,8355.179,2.522000000000844,2.522000000000844,HARD,13.0,3.0,True,,,False,1,False
NOR,4,McLaren,51,3.0,0 days 00:01:30.769000,90.769,8359.437,6.780000000000655,4.257999999999811,SOFT,14.0,3.0,False,,,False,1,False
PIA,81,McLaren,51,4.0,0 days 00:01:28.748000,88.748,8365.304,12.647000000000844,5.867000000000189,MEDIUM,13.0,3.0,True,,,False,1,False
SAI,55,Ferrari,51,5.0,0 days 00:01:52.546000,112.546,8401.828,49.17100000000028,36.52399999999943,SOFT,4.0,4.0,False,,0 days 02:18:32.054000,True,1,False
HUL,27,Haas F1 Team,51,6.0,0 days 00:01:30.696000,90.696,8407.678,55.02100000000064,5.850000000000364,SOFT,15.0,3.0,False,,,False,1,False
STR,18,Aston Martin,51,7.0,0 days 00:01:30.026000,90.026,8409.319,56.66200000000026,1.6409999999996217,MEDIUM,12.0,3.0,True,,,False,1,False
ALO,14,Aston Martin,51,8.0,0 days 00:01:30.592000,90.592,8414.95,62.293000000001484,5.631000000001222,MEDIUM,13.0,3.0,True,,,False,1,False
ALB,23,Williams,51,9.0,0 days 00:01:29.916000,89.916,8421.472,68.81500000000051,6.521999999999025,MEDIUM,13.0,3.0,True,,,False,1,False
